customer_id,recency,frequency,monetary,Segment
CS2987,88,20,1508,P2
CS2988,18,22,1543,P0
CS2989,9,26,1702,P0
CS2990,94,27,1765,P2
CS2991,7,22,1568,P0
CS2992,169,16,1031,P2
CS2993,73,16,1190,P2
CS2994,42,22,1470,P2
CS2995,39,14,794,P1
CS2996,97,25,1719,P2
CS2997,109,21,1503,P2
CS2998,34,21,1456,P2
CS2999,149,19,1262,P2
CS3000,8,20,1379,P0
CS3001,234,15,1193,P2
CS3002,43,22,1394,P2
CS3003,26,17,1213,P0
CS3004,1,24,1939,P0
CS3005,64,23,1740,P2
CS3006,13,24,1732,P0
CS3007,283,16,1127,P2
CS3008,31,24,1788,P2
CS3009,7,14,895,P2
CS3010,0,26,1862,P0
CS3011,92,28,1890,P2
CS3012,41,24,1688,P2
CS3013,7,35,2259,P0
CS3014,80,23,1641,P2
CS3015,12,24,1601,P0
CS3016,325,9,634,P2
CS3017,256,19,1424,P2
CS3018,288,19,1190,P2
CS3019,43,23,1593,P2
CS3020,10,23,1486,P0
CS3021,73,13,871,P1
CS3022,58,21,1469,P2
CS3023,71,19,1242,P2
CS3024,130,24,1738,P2
CS3025,78,13,960,P1
CS3026,34,21,1409,P2
CS3027,35,19,1345,P2
CS3028,14,31,2214,P0
CS3029,72,24,1705,P2
CS3030,44,23,1579,P2
CS3031,25,20,1407,P0
CS3032,11,17,1305,P0
CS3033,127,14,981,P2
CS3034,84,22,1555,P2
CS3035,125,20,1365,P2
CS3036,28,23,1587,P0
CS3037,51,21,1324,P2
CS3038,28,17,1283,P0
CS3039,24,17,1296,P0
CS3040,20,17,1266,P0
CS3041,5,22,1397,P0
CS3042,34,14,936,P1
CS3043,104,17,1154,P2
CS3044,4,22,1576,P0
CS3045,59,18,1351,P2
CS3046,62,22,1631,P2
CS3047,68,25,1729,P2
CS3048,46,11,693,P1
CS3049,14,21,1333,P0
CS3050,100,20,1206,P2
CS3051,113,19,1375,P2
CS3052,40,26,1811,P2
CS3053,61,15,1311,P2
CS3054,21,14,1028,P2
CS3055,61,21,1542,P2
CS3056,126,17,1169,P2
CS3057,101,13,924,P2
CS3058,12,25,1810,P0
CS3059,89,18,1349,P2
CS3060,108,24,1763,P2
CS3061,62,23,1749,P2
CS3062,57,21,1546,P2
CS3063,105,14,919,P2
CS3064,381,22,1425,P2
CS3065,129,16,967,P2
CS3066,82,19,1273,P2
CS3067,17,22,1450,P0
CS3068,54,18,1181,P2
CS3069,47,22,1487,P2
CS3070,50,21,1433,P2
CS3071,22,23,1642,P0
CS3072,59,18,1154,P2
CS3073,31,27,1940,P2
CS3074,67,22,1794,P2
CS3075,3,19,1261,P0
CS3076,23,21,1605,P0
CS3077,70,29,1977,P2
CS3078,6,17,1021,P0
CS3079,133,24,1535,P2
CS3080,13,24,1596,P0
CS3081,91,21,1472,P2
CS3082,79,21,1400,P2
CS3083,73,17,1069,P2
CS3084,301,12,904,P2
CS3085,115,23,1618,P2
CS3086,40,23,1561,P2
CS3087,79,16,1007,P2
CS3088,194,16,1106,P2
CS3089,113,14,1050,P2
CS3090,80,18,1198,P2
CS3091,159,14,881,P2
CS3092,84,21,1594,P2
CS3093,28,21,1383,P0
CS3094,271,15,1121,P2
CS3095,132,24,1634,P2
CS3096,51,18,1325,P2
CS3097,167,19,1296,P2
CS3098,204,21,1359,P2
CS3099,109,17,1112,P2
CS3100,13,18,1437,P0
CS3101,7,30,2106,P0
CS3102,115,14,1031,P2
CS3103,3,16,1006,P0
CS3104,156,17,1174,P2
CS3105,23,21,1432,P0
CS3106,148,18,1270,P2
CS3107,29,17,1233,P0
CS3108,267,16,1032,P2
CS3109,7,20,1402,P0
CS3110,121,19,1279,P2
CS3111,210,21,1644,P2
CS3112,120,20,1225,P2
CS3113,118,12,937,P2
CS3114,171,18,1173,P2
CS3115,20,15,1074,P0
CS3116,22,25,1918,P0
CS3117,134,23,1562,P2
CS3118,14,22,1436,P0
CS3119,68,22,1642,P2
CS3120,47,12,808,P1
CS3121,6,23,1694,P0
CS3122,31,23,1519,P2
CS3123,13,23,1543,P0
CS3124,119,19,1335,P2
CS3125,69,14,1116,P2
CS3126,156,20,1304,P2
CS3127,0,26,1665,P0
CS3128,87,23,1472,P2
CS3129,6,27,1894,P0
CS3130,21,24,1674,P0
CS3131,6,28,2060,P0
CS3132,4,22,1719,P0
CS3133,208,14,892,P2
CS3134,141,19,1203,P2
CS3135,136,16,1097,P2
CS3136,67,24,1629,P2
CS3137,6,17,1201,P0
CS3138,140,16,999,P2
CS3139,13,23,1673,P0
CS3140,206,12,852,P2
CS3141,46,25,1772,P2
CS3142,29,19,1463,P0
CS3143,43,23,1432,P2
CS3144,31,25,1808,P2
CS3145,28,21,1339,P0
CS3146,6,18,1316,P0
CS3147,158,17,1211,P2
CS3148,273,20,1474,P2
CS3149,47,12,783,P1
CS3150,18,16,1149,P0
CS3151,73,18,1275,P2
CS3152,91,15,924,P2
CS3153,158,18,1331,P2
CS3154,98,22,1478,P2
CS3155,61,25,1858,P2
CS3156,129,24,1624,P2
CS3157,56,22,1686,P2
CS3158,111,17,1229,P2
CS3159,40,20,1462,P2
CS3160,117,16,1019,P2
CS3161,63,18,1253,P2
CS3162,16,17,998,P2
CS3163,63,31,2413,P2
CS3164,109,29,1916,P2
CS3165,115,30,2202,P2
CS3166,14,25,1697,P0
CS3167,82,18,1345,P2
CS3168,30,14,962,P1
CS3169,45,14,1061,P2
CS3170,137,18,1178,P2
CS3171,113,16,1205,P2
CS3172,78,22,1465,P2
CS3173,10,17,1085,P0
CS3174,50,23,1581,P2
CS3175,55,13,954,P1
CS3176,10,16,895,P2
CS3177,45,18,1246,P2
CS3178,43,21,1543,P2
CS3179,62,24,1572,P2
CS3180,119,25,1911,P2
CS3181,210,22,1593,P2
CS3182,24,25,1630,P0
CS3183,73,21,1370,P2
CS3184,24,20,1578,P0
CS3185,153,13,939,P2
CS3186,91,21,1581,P2
CS3187,45,21,1487,P2
CS3188,89,18,1188,P2
CS3189,43,24,1652,P2
CS3190,57,23,1684,P2
CS3191,54,23,1478,P2
CS3192,79,12,891,P1
CS3193,1,19,1288,P0
CS3194,16,22,1459,P0
CS3195,15,27,1743,P0
CS3196,87,22,1540,P2
CS3197,140,16,1176,P2
CS3198,25,24,1742,P0
CS3199,45,24,1542,P2
CS3200,145,14,1015,P2
CS3201,90,26,2014,P2
CS3202,61,21,1565,P2
CS3203,93,18,1319,P2
CS3204,55,19,1154,P2
CS3205,0,23,1522,P0
CS3206,2,18,1256,P0
CS3207,35,20,1322,P2
CS3208,212,15,1123,P2
CS3209,53,23,1707,P2
CS3210,44,24,1772,P2
CS3211,36,11,741,P1
CS3212,119,21,1689,P2
CS3213,148,24,1446,P2
CS3214,77,21,1464,P2
CS3215,61,16,1128,P2
CS3216,60,22,1597,P2
CS3217,5,19,1506,P0
CS3218,6,22,1717,P0
CS3219,63,23,1654,P2
CS3220,1,20,1429,P0
CS3221,148,28,2159,P2
CS3222,14,25,1828,P0
CS3223,158,24,1699,P2
CS3224,44,26,1751,P2
CS3225,156,16,1204,P2
CS3226,239,17,1183,P2
CS3227,106,21,1545,P2
CS3228,101,28,2047,P2
CS3229,43,27,1754,P2
CS3230,119,19,1222,P2
CS3231,86,19,1314,P2
CS3232,75,21,1562,P2
CS3233,21,16,1177,P0
CS3234,4,26,1707,P0
CS3235,57,13,790,P1
CS3236,3,15,995,P2
CS3237,20,22,1545,P0
CS3238,0,21,1529,P0
CS3239,165,13,769,P2
CS3240,108,16,1016,P2
CS3241,108,17,1257,P2
CS3242,54,24,1843,P2
CS3243,83,18,1358,P2
CS3244,213,15,1095,P2
CS3245,134,20,1321,P2
CS3246,19,15,1012,P0
CS3247,150,21,1597,P2
CS3248,55,14,823,P1
CS3249,67,28,1868,P2
CS3250,62,18,1217,P2
CS3251,7,18,1162,P0
CS3252,30,15,1039,P0
CS3253,78,19,1241,P2
CS3254,54,21,1443,P2
CS3255,75,19,1197,P2
CS3256,162,20,1384,P2
CS3257,56,16,1135,P2
CS3258,101,20,1348,P2
CS3259,48,23,1674,P2
CS3260,38,21,1654,P2
CS3261,320,16,1047,P2
CS3262,18,22,1555,P0
CS3263,60,20,1415,P2
CS3264,35,17,1271,P2
CS3265,131,20,1292,P2
CS3266,244,16,973,P2
CS3267,73,20,1393,P2
CS3268,147,22,1685,P2
CS3269,135,13,882,P2
CS3270,3,33,2349,P0
CS3271,40,26,1747,P2
CS3272,55,19,1393,P2
CS3273,4,18,1190,P0
CS3274,47,26,1824,P2
CS3275,4,18,1126,P0
CS3276,20,24,1626,P0
CS3277,59,20,1431,P2
CS3278,13,27,1866,P0
CS3279,1,21,1331,P0
CS3280,71,18,1253,P2
CS3281,103,15,961,P2
CS3282,27,17,1239,P0
CS3283,69,20,1338,P2
CS3284,33,17,1139,P2
CS3285,206,21,1619,P2
CS3286,77,18,1150,P2
CS3287,23,19,1297,P0
CS3288,211,21,1496,P2
CS3289,69,26,1963,P2
CS3290,57,23,1639,P2
CS3291,27,26,1994,P0
CS3292,35,21,1592,P2
CS3293,139,14,1000,P2
CS3294,0,18,1225,P0
CS3295,68,23,1655,P2
CS3296,38,24,1560,P2
CS3297,126,15,979,P2
CS3298,0,23,1574,P0
CS3299,98,23,1509,P2
CS3300,8,16,966,P2
CS3301,79,25,1668,P2
CS3302,31,24,1702,P2
CS3303,77,13,834,P1
CS3304,174,24,1634,P2
CS3305,26,23,1549,P0
CS3306,19,14,1018,P2
CS3307,61,13,1037,P2
CS3308,44,14,975,P1
CS3309,62,16,1159,P2
CS3310,96,22,1595,P2
CS3311,40,26,1850,P2
CS3312,190,13,937,P2
CS3313,67,23,1561,P2
CS3314,24,15,1048,P0
CS3315,15,26,1805,P0
CS3316,0,16,1176,P0
CS3317,7,8,565,P2
CS3318,201,19,1437,P2
CS3319,47,14,833,P1
CS3320,37,14,928,P1
CS3321,3,22,1487,P0
CS3322,48,23,1814,P2
CS3323,78,17,1145,P2
CS3324,20,27,1905,P0
CS3325,128,19,1194,P2
CS3326,70,23,1588,P2
CS3327,208,26,1843,P2
CS3328,59,18,1260,P2
CS3329,163,18,1164,P2
CS3330,48,23,1490,P2
CS3331,264,16,1124,P2
CS3332,56,18,1441,P2
CS3333,52,18,1300,P2
CS3334,33,20,1339,P2
CS3335,2,22,1651,P0
CS3336,11,17,1167,P0
CS3337,169,25,1579,P2
CS3338,41,16,1092,P2
CS3339,14,26,1966,P0
CS3340,23,21,1399,P0
CS3341,44,15,970,P2
CS3342,23,18,1348,P0
CS3343,105,24,1600,P2
CS3344,174,11,769,P2
CS3345,69,19,1399,P2
CS3346,240,18,1430,P2
CS3347,85,19,1297,P2
CS3348,21,28,2024,P0
CS3349,85,20,1483,P2
CS3350,5,18,1300,P0
CS3351,79,20,1370,P2
CS3352,49,16,1190,P2
CS3353,7,26,1823,P0
CS3354,41,16,963,P2
CS3355,21,30,2118,P0
CS3356,65,31,2221,P2
CS3357,128,22,1482,P2
CS3358,331,23,1613,P2
CS3359,10,25,1712,P0
CS3360,154,22,1410,P2
CS3361,150,17,1225,P2
CS3362,123,30,2303,P2
CS3363,95,23,1570,P2
CS3364,73,15,1082,P2
CS3365,154,23,1747,P2
CS3366,36,24,1869,P2
CS3367,44,16,1274,P2
CS3368,25,26,1658,P0
CS3369,45,25,1731,P2
CS3370,4,9,616,P2
CS3371,61,25,1820,P2
CS3372,11,23,1642,P0
CS3373,0,25,1597,P0
CS3374,65,18,1195,P2
CS3375,69,18,1159,P2
CS3376,21,18,1149,P0
CS3377,60,23,1892,P2
CS3378,96,10,749,P2
CS3379,102,14,1078,P2
CS3380,112,15,1114,P2
CS3381,160,14,982,P2
CS3382,12,24,1666,P0
CS3383,15,26,1764,P0
CS3384,9,21,1526,P0
CS3385,56,13,778,P1
CS3386,173,20,1430,P2
CS3387,24,13,1064,P2
CS3388,29,22,1337,P0
CS3389,129,16,1132,P2
CS3390,68,17,1208,P2
CS3391,115,19,1459,P2
CS3392,103,16,1169,P2
CS3393,18,14,976,P2
CS3394,78,17,1365,P2
CS3395,29,11,637,P2
CS3396,27,17,1102,P0
CS3397,68,20,1406,P2
CS3398,30,21,1581,P0
CS3399,239,17,1206,P2
CS3400,17,24,1615,P0
CS3401,7,20,1460,P0
CS3402,94,18,1246,P2
CS3403,6,22,1536,P0
CS3404,13,21,1545,P0
CS3405,71,12,837,P1
CS3406,65,23,1506,P2
CS3407,61,15,1025,P2
CS3408,6,21,1515,P0
CS3409,31,27,2106,P2
CS3410,6,26,1942,P0
CS3411,14,21,1556,P0
CS3412,129,18,1349,P2
CS3413,6,13,936,P2
CS3414,56,28,2105,P2
CS3415,9,22,1682,P0
CS3416,21,20,1441,P0
CS3417,6,29,1954,P0
CS3418,37,17,1200,P2
CS3419,40,22,1635,P2
CS3420,5,28,1768,P0
CS3421,18,24,1617,P0
CS3422,278,14,930,P2
CS3423,26,17,1165,P0
CS3424,26,17,1219,P0
CS3425,22,20,1366,P0
CS3426,46,28,1896,P2
CS3427,14,16,1174,P0
CS3428,142,22,1553,P2
CS3429,147,22,1599,P2
CS3430,63,15,1006,P2
CS3431,117,22,1661,P2
CS3432,69,16,1092,P2
CS3433,19,20,1354,P0
CS3434,180,21,1429,P2
CS3435,41,16,1041,P2
CS3436,113,17,1256,P2
CS3437,38,17,1329,P2
CS3438,200,17,1175,P2
CS3439,42,21,1320,P2
CS3440,12,29,1905,P0
CS3441,81,26,1721,P2
CS3442,9,26,1850,P0
CS3443,149,16,1113,P2
CS3444,62,20,1453,P2
CS3445,239,13,839,P2
CS3446,17,12,837,P2
CS3447,90,24,1810,P2
CS3448,41,21,1640,P2
CS3449,61,16,1048,P2
CS3450,167,23,1690,P2
CS3451,13,23,1736,P0
CS3452,13,24,1714,P0
CS3453,28,25,1726,P0
CS3454,35,21,1434,P2
CS3455,291,21,1292,P2
CS3456,67,23,1679,P2
CS3457,35,14,1048,P2
CS3458,3,18,1181,P0
CS3459,60,21,1361,P2
CS3460,53,19,1440,P2
CS3461,38,15,997,P2
CS3462,95,24,1843,P2
CS3463,68,21,1500,P2
CS3464,28,20,1321,P0
CS3465,33,20,1286,P2
CS3466,11,21,1429,P0
CS3467,125,12,813,P2
CS3468,65,24,1830,P2
CS3469,82,22,1516,P2
CS3470,62,30,2035,P2
CS3471,126,21,1538,P2
CS3472,73,17,1115,P2
CS3473,66,20,1406,P2
CS3474,84,17,1113,P2
CS3475,64,25,1811,P2
CS3476,77,18,1322,P2
CS3477,69,31,1978,P2
CS3478,8,21,1391,P0
CS3479,15,14,1015,P2
CS3480,6,27,1890,P0
CS3481,11,24,1601,P0
CS3482,81,17,1208,P2
CS3483,116,29,1977,P2
CS3484,153,13,867,P2
CS3485,178,25,1633,P2
CS3486,155,16,1147,P2
CS3487,345,9,703,P2
CS3488,43,22,1490,P2
CS3489,30,19,1357,P0
CS3490,7,18,1155,P0
CS3491,19,18,1165,P0
CS3492,8,26,1826,P0
CS3493,171,20,1397,P2
CS3494,76,15,1074,P2
CS3495,151,19,1326,P2
CS3496,35,16,1254,P2
CS3497,96,11,900,P2
CS3498,11,22,1480,P0
CS3499,66,21,1330,P2
CS3500,32,21,1495,P2
CS3501,10,27,2083,P0
CS3502,111,17,1057,P2
CS3503,34,17,1143,P2
CS3504,9,30,2207,P0
CS3505,67,23,1627,P2
CS3506,195,14,906,P2
CS3507,20,15,1054,P0
CS3508,45,20,1453,P2
CS3509,51,28,2151,P2
CS3510,64,23,1603,P2
CS3511,8,20,1390,P0
CS3512,8,16,1215,P0
CS3513,135,15,1154,P2
CS3514,61,20,1532,P2
CS3515,44,25,1679,P2
CS3516,18,14,941,P2
CS3517,1,24,1654,P0
CS3518,9,25,1560,P0
CS3519,41,22,1668,P2
CS3520,41,24,1678,P2
CS3521,106,21,1506,P2
CS3522,97,11,742,P2
CS3523,8,17,1089,P0
CS3524,41,22,1475,P2
CS3525,57,17,1269,P2
CS3526,10,24,1583,P0
CS3527,43,17,1031,P2
CS3528,134,21,1407,P2
CS3529,112,21,1465,P2
CS3530,111,30,2186,P2
CS3531,34,22,1611,P2
CS3532,258,14,1007,P2
CS3533,55,19,1406,P2
CS3534,52,15,1095,P2
CS3535,87,19,1281,P2
CS3536,96,21,1689,P2
CS3537,328,15,1029,P2
CS3538,38,12,934,P1
CS3539,8,19,1406,P0
CS3540,12,23,1646,P0
CS3541,34,26,1932,P2
CS3542,110,21,1595,P2
CS3543,43,24,1676,P2
CS3544,64,20,1444,P2
CS3545,33,20,1368,P2
CS3546,81,16,1130,P2
CS3547,24,21,1531,P0
CS3548,37,19,1398,P2
CS3549,12,19,1441,P0
CS3550,74,20,1403,P2
CS3551,1,18,1205,P0
CS3552,2,21,1467,P0
CS3553,5,14,1098,P2
CS3554,38,17,1305,P2
CS3555,116,18,1194,P2
CS3556,120,13,853,P2
CS3557,6,24,1872,P0
CS3558,12,20,1449,P0
CS3559,20,23,1536,P0
CS3560,2,20,1473,P0
CS3561,40,28,1967,P2
CS3562,90,16,1274,P2
CS3563,15,21,1486,P0
CS3564,51,20,1330,P2
CS3565,25,13,876,P2
CS3566,14,21,1505,P0
CS3567,151,15,1044,P2
CS3568,45,26,1863,P2
CS3569,31,23,1668,P2
CS3570,1,23,1550,P0
CS3571,52,19,1276,P2
CS3572,224,19,1323,P2
CS3573,249,13,952,P2
CS3574,17,22,1482,P0
CS3575,16,16,1069,P0
CS3576,68,20,1414,P2
CS3577,19,20,1388,P0
CS3578,117,16,1063,P2
CS3579,77,24,1566,P2
CS3580,424,19,1413,P2
CS3581,60,20,1350,P2
CS3582,171,20,1459,P2
CS3583,35,17,1084,P2
CS3584,22,20,1564,P0
CS3585,36,15,1096,P2
CS3586,52,23,1675,P2
CS3587,100,21,1466,P2
CS3588,31,25,1815,P2
CS3589,71,20,1388,P2
CS3590,71,16,1067,P2
CS3591,70,28,1757,P2
CS3592,11,27,1804,P0
CS3593,9,23,1649,P0
CS3594,65,26,1999,P2
CS3595,6,19,1293,P0
CS3596,13,22,1601,P0
CS3597,62,23,1618,P2
CS3598,94,20,1398,P2
CS3599,64,20,1375,P2
CS3600,101,17,1138,P2
CS3601,101,11,768,P2
CS3602,17,20,1566,P0
CS3603,51,16,1050,P2
CS3604,10,19,1175,P0
CS3605,62,16,998,P2
CS3606,26,16,1150,P0
CS3607,15,20,1432,P0
CS3608,117,17,1159,P2
CS3609,37,18,1202,P2
CS3610,23,28,1910,P0
CS3611,31,22,1729,P2
CS3612,61,26,1650,P2
CS3613,92,18,1397,P2
CS3614,56,20,1328,P2
CS3615,54,31,2263,P2
CS3616,56,15,1023,P2
CS3617,23,22,1606,P0
CS3618,139,23,1539,P2
CS3619,4,25,1740,P0
CS3620,19,22,1518,P0
CS3621,79,28,1885,P2
CS3622,13,24,1760,P0
CS3623,59,22,1539,P2
CS3624,155,23,1613,P2
CS3625,66,16,1087,P2
CS3626,74,23,1521,P2
CS3627,106,19,1259,P2
CS3628,45,21,1296,P2
CS3629,1,20,1364,P0
CS3630,21,25,1821,P0
CS3631,32,22,1481,P2
CS3632,3,27,1947,P0
CS3633,93,17,1263,P2
CS3634,94,15,1008,P2
CS3635,41,22,1559,P2
CS3636,11,14,932,P2
CS3637,36,25,1752,P2
CS3638,50,13,868,P1
CS3639,7,20,1396,P0
CS3640,37,17,1117,P2
CS3641,36,21,1454,P2
CS3642,221,14,977,P2
CS3643,65,18,1153,P2
CS3644,33,18,1188,P2
CS3645,37,27,1887,P2
CS3646,69,22,1494,P2
CS3647,13,19,1223,P0
CS3648,3,17,1054,P0
CS3649,18,21,1450,P0
CS3650,128,20,1353,P2
CS3651,178,18,1285,P2
CS3652,37,19,1362,P2
CS3653,27,22,1456,P0
CS3654,39,19,1627,P2
CS3655,46,22,1428,P2
CS3656,277,17,1237,P2
CS3657,52,22,1560,P2
CS3658,46,27,1732,P2
CS3659,29,21,1529,P0
CS3660,38,16,1148,P2
CS3661,7,24,1614,P0
CS3662,40,23,1721,P2
CS3663,43,17,1177,P2
CS3664,10,20,1462,P0
CS3665,78,14,1040,P2
CS3666,148,19,1333,P2
CS3667,27,19,1286,P0
CS3668,134,17,1276,P2
CS3669,7,15,1109,P0
CS3670,20,20,1344,P0
CS3671,108,21,1341,P2
CS3672,52,20,1546,P2
CS3673,2,24,1954,P0
CS3674,204,17,1181,P2
CS3675,37,17,1157,P2
CS3676,41,20,1273,P2
CS3677,13,12,784,P2
CS3678,44,18,1306,P2
CS3679,242,20,1326,P2
CS3680,89,13,1036,P2
CS3681,4,21,1329,P0
CS3682,192,19,1344,P2
CS3683,19,21,1535,P0
CS3684,500,15,1008,P2
CS3685,11,24,1601,P0
CS3686,139,19,1345,P2
CS3687,29,15,1108,P0
CS3688,15,27,2014,P0
CS3689,73,21,1515,P2
CS3690,19,19,1362,P0
CS3691,230,15,1027,P2
CS3692,56,25,1804,P2
CS3693,278,16,1182,P2
CS3694,84,19,1377,P2
CS3695,2,24,1587,P0
CS3696,205,21,1387,P2
CS3697,11,21,1521,P0
CS3698,11,14,854,P2
CS3699,26,24,1692,P0
CS3700,33,11,884,P1
CS3701,154,16,1296,P2
CS3702,65,30,2175,P2
CS3703,109,19,1340,P2
CS3704,220,17,1188,P2
CS3705,62,23,1684,P2
CS3706,11,29,1929,P0
CS3707,10,18,1226,P0
CS3708,15,20,1520,P0
CS3709,56,15,1040,P2
CS3710,2,22,1446,P0
CS3711,240,24,1852,P2
CS3712,20,20,1497,P0
CS3713,52,25,1752,P2
CS3714,34,22,1612,P2
CS3715,19,19,1382,P0
CS3716,31,14,919,P1
CS3717,126,11,614,P2
CS3718,70,21,1485,P2
CS3719,6,18,1430,P0
CS3720,52,17,1162,P2
CS3721,9,29,1965,P0
CS3722,46,13,901,P1
CS3723,39,19,1372,P2
CS3724,202,18,1235,P2
CS3725,20,14,921,P2
CS3726,21,27,1927,P0
CS3727,107,25,1839,P2
CS3728,19,15,1006,P0
CS3729,87,22,1618,P2
CS3730,15,17,1270,P0
CS3731,75,16,1043,P2
CS3732,170,18,1283,P2
CS3733,1,22,1593,P0
CS3734,100,20,1355,P2
CS3735,227,25,1776,P2
CS3736,99,20,1314,P2
CS3737,8,15,1111,P0
CS3738,35,19,1165,P2
CS3739,24,25,1657,P0
CS3740,5,17,1071,P0
CS3741,10,19,1305,P0
CS3742,9,21,1413,P0
CS3743,19,19,1424,P0
CS3744,4,22,1654,P0
CS3745,72,17,1178,P2
CS3746,73,19,1475,P2
CS3747,10,20,1449,P0
CS3748,113,13,829,P2
CS3749,12,23,1658,P0
CS3750,28,17,1262,P0
CS3751,37,21,1515,P2
CS3752,32,26,1922,P2
CS3753,103,20,1412,P2
CS3754,95,25,1886,P2
CS3755,74,22,1442,P2
CS3756,30,19,1271,P0
CS3757,167,22,1559,P2
CS3758,234,22,1493,P2
CS3759,117,23,1646,P2
CS3760,169,22,1348,P2
CS3761,32,24,1732,P2
CS3762,20,22,1508,P0
CS3763,1,15,1101,P0
CS3764,86,16,926,P2
CS3765,75,17,1080,P2
CS3766,178,7,561,P2
CS3767,72,21,1336,P2
CS3768,23,21,1597,P0
CS3769,17,22,1403,P0
CS3770,34,28,1914,P2
CS3771,12,24,1777,P0
CS3772,81,18,1137,P2
CS3773,17,21,1431,P0
CS3774,337,18,1199,P2
CS3775,17,26,1773,P0
CS3776,69,23,1698,P2
CS3777,9,22,1591,P0
CS3778,24,31,2055,P0
CS3779,10,20,1494,P0
CS3780,41,13,794,P1
CS3781,1,12,885,P2
CS3782,219,14,1088,P2
CS3783,24,19,1505,P0
CS3784,74,18,1268,P2
CS3785,48,21,1616,P2
CS3786,46,18,1254,P2
CS3787,4,22,1558,P0
CS3788,72,22,1292,P2
CS3789,0,20,1509,P0
CS3790,0,19,1410,P0
CS3791,0,25,1761,P0
CS3792,124,13,1017,P2
CS3793,26,27,1694,P0
CS3794,58,25,1704,P2
CS3795,28,26,1885,P0
CS3796,34,19,1312,P2
CS3797,4,19,1273,P0
CS3798,99,19,1458,P2
CS3799,151,36,2513,P2
CS3800,10,16,1022,P0
CS3801,60,20,1422,P2
CS3802,26,25,1794,P0
CS3803,355,14,951,P2
CS3804,239,21,1591,P2
CS3805,95,35,2453,P2
CS3806,160,14,1030,P2
CS3807,71,20,1522,P2
CS3808,31,26,2058,P2
CS3809,36,21,1418,P2
CS3810,212,14,1027,P2
CS3811,99,18,1386,P2
CS3812,24,26,1789,P0
CS3813,88,24,1641,P2
CS3814,44,17,1228,P2
CS3815,193,14,1018,P2
CS3816,37,19,1376,P2
CS3817,16,29,2094,P0
CS3818,117,18,1299,P2
CS3819,171,27,1920,P2
CS3820,77,20,1314,P2
CS3821,34,30,2240,P2
CS3822,5,29,2101,P0
CS3823,4,24,1699,P0
CS3824,74,22,1420,P2
CS3825,153,17,1193,P2
CS3826,37,24,1583,P2
CS3827,234,21,1487,P2
CS3828,90,28,2055,P2
CS3829,38,19,1273,P2
CS3830,66,21,1526,P2
CS3831,20,20,1317,P0
CS3832,41,21,1450,P2
CS3833,167,19,1339,P2
CS3834,11,23,1642,P0
CS3835,158,9,659,P2
CS3836,33,22,1541,P2
CS3837,233,11,799,P2
CS3838,155,18,1311,P2
CS3839,17,29,2028,P0
CS3840,100,25,1558,P2
CS3841,190,20,1193,P2
CS3842,181,29,2124,P2
CS3843,116,18,1373,P2
CS3844,94,22,1544,P2
CS3845,26,17,1246,P0
CS3846,9,18,1063,P0
CS3847,422,20,1266,P2
CS3848,225,23,1607,P2
CS3849,212,20,1372,P2
CS3850,0,19,1462,P0
CS3851,44,28,2072,P2
CS3852,18,20,1190,P0
CS3853,105,19,1382,P2
CS3854,30,18,1477,P0
CS3855,25,16,1096,P0
CS3856,185,14,925,P2
CS3857,77,19,1227,P2
CS3858,173,15,1105,P2
CS3859,110,19,1322,P2
CS3860,9,21,1653,P0
CS3861,27,16,1101,P0
CS3862,45,22,1571,P2
CS3863,31,23,1663,P2
CS3864,138,25,1880,P2
CS3865,132,17,1248,P2
CS3866,1,17,1200,P0
CS3867,208,15,969,P2
CS3868,16,24,1650,P0
CS3869,214,22,1647,P2
CS3870,19,14,1108,P2
CS3871,2,21,1402,P0
CS3872,15,17,1199,P0
CS3873,18,17,1112,P0
CS3874,11,21,1473,P0
CS3875,108,22,1460,P2
CS3876,48,29,1993,P2
CS3877,3,22,1383,P0
CS3878,17,14,1060,P2
CS3879,33,24,1920,P2
CS3880,169,22,1618,P2
CS3881,2,20,1439,P0
CS3882,76,19,1415,P2
CS3883,79,21,1546,P2
CS3884,10,24,1859,P0
CS3885,14,28,2129,P0
CS3886,93,19,1378,P2
CS3887,51,18,1366,P2
CS3888,26,20,1339,P0
CS3889,172,21,1374,P2
CS3890,23,20,1514,P0
CS3891,11,21,1402,P0
CS3892,147,13,863,P2
CS3893,25,18,1289,P0
CS3894,82,23,1765,P2
CS3895,95,25,1562,P2
CS3896,26,18,1320,P0
CS3897,64,30,2141,P2
CS3898,116,22,1498,P2
CS3899,49,17,1260,P2
CS3900,1,30,2077,P0
CS3901,44,17,1145,P2
CS3902,29,16,1126,P0
CS3903,139,21,1548,P2
CS3904,26,24,1704,P0
CS3905,245,13,854,P2
CS3906,93,18,1321,P2
CS3907,11,24,1810,P0
CS3908,46,20,1553,P2
CS3909,94,28,1832,P2
CS3910,14,20,1331,P0
CS3911,10,31,2229,P0
CS3912,214,20,1263,P2
CS3913,117,17,1159,P2
CS3914,50,21,1465,P2
CS3915,239,18,1208,P2
CS3916,94,15,1154,P2
CS3917,16,22,1637,P0
CS3918,11,27,2046,P0
CS3919,24,21,1478,P0
CS3920,46,17,1289,P2
CS3921,113,17,1272,P2
CS3922,51,11,775,P1
CS3923,217,21,1479,P2
CS3924,55,28,2075,P2
